project_id,start_date,end_date,budget_usd,team_size,complexity,risk_level,stakeholder_engagement_score,business_value,duration_days,success
376,2023-01-23,2023-05-20,169578.93,18,5,1,10,92.22,117,0
377,2020-02-29,2021-01-17,202033.06,12,2,2,2,172.17,323,1
378,2020-12-02,2021-08-06,109594.31,17,9,5,3,58.59,247,0
379,2020-06-12,2020-11-23,204442.42,12,3,1,9,186.67,164,1
380,2022-08-03,2023-04-06,67493.29,14,9,5,2,0.0,246,0
381,2023-02-04,2023-06-15,75612.43,14,10,4,8,2.74,131,0
382,2020-07-20,2021-06-12,194839.68,5,9,2,9,158.78,327,0
383,2023-08-17,2023-10-29,246527.74,11,8,5,3,182.69,73,0
384,2022-06-08,2022-10-26,129581.47,8,10,1,10,123.53,140,0
385,2021-07-04,2022-03-30,182673.38,12,4,3,7,162.82,269,1
386,2022-11-03,2023-09-07,210735.55,7,7,5,6,162.9,308,0
387,2022-06-22,2022-08-02,131481.78,11,4,3,2,81.21,41,0
388,2022-10-13,2023-03-11,145482.93,8,8,5,10,175.29,149,0
389,2021-06-18,2022-04-26,158967.63,17,8,4,7,131.18,312,0
390,2021-05-19,2021-08-05,137412.83,19,3,3,10,187.44,78,1
391,2023-05-18,2024-01-02,151027.36,10,8,2,3,90.3,229,0
392,2021-04-13,2022-01-07,182034.21,13,9,1,6,115.51,269,0
393,2021-02-04,2021-09-04,150079.66,19,5,2,7,79.42,212,0
394,2022-12-16,2023-04-21,148297.69,14,4,5,2,152.26,126,0
395,2022-06-01,2022-09-26,151782.16,10,1,5,6,127.76,117,0
396,2021-10-25,2021-11-26,149561.57,16,3,2,9,144.4,32,1
397,2020-10-07,2021-07-28,131611.94,5,6,5,5,104.19,294,0
398,2022-10-25,2023-08-17,67641.76,15,5,4,7,67.43,296,0
399,2021-09-04,2022-06-22,115281.01,18,3,1,6,150.44,291,1
400,2022-10-01,2023-08-21,128673.01,20,8,4,7,0.0,324,0
401,2020-11-01,2021-03-11,195449.47,11,4,3,1,249.31,130,1
402,2020-12-09,2021-05-05,223538.65,14,8,1,3,114.5,147,0
403,2020-06-02,2020-08-30,144998.65,16,4,1,6,86.69,89,0
404,2023-10-09,2024-04-20,129230.1,6,2,5,7,93.26,194,0
405,2020-12-23,2021-10-10,50000.0,20,5,3,3,0.0,291,0
406,2021-11-28,2022-02-04,189243.06,20,6,2,10,197.39,68,1
407,2021-02-11,2021-08-23,118902.07,9,4,3,2,0.6,193,0
408,2023-12-06,2024-04-02,259472.84,15,3,2,5,198.83,118,1
409,2022-11-19,2023-07-14,210114.71,12,2,3,9,291.17,237,1
410,2022-07-18,2023-05-09,230306.74,10,4,3,9,184.57,295,1
411,2023-10-27,2024-04-06,120418.37,7,5,2,4,151.48,162,1
412,2021-09-23,2021-11-16,95446.37,15,5,4,8,120.19,54,0
413,2022-08-05,2022-12-07,110551.19,11,7,5,3,0.0,124,0
414,2022-05-04,2022-08-19,112540.23,9,10,5,10,119.29,107,0
415,2021-05-17,2022-03-10,164466.17,16,10,5,2,56.27,297,0
416,2020-01-08,2020-04-28,149290.14,12,4,2,2,133.7,111,1
417,2021-09-09,2022-03-12,104947.79,20,8,5,2,54.03,184,0
418,2022-10-06,2023-04-29,195373.75,20,5,1,7,180.69,205,1
419,2020-05-17,2020-09-22,133283.94,18,1,3,4,111.58,128,0
420,2021-11-25,2022-01-15,130627.3,8,1,2,7,174.81,51,1
421,2022-05-01,2022-11-17,150000.52,11,1,2,6,234.16,200,1
422,2023-11-01,2024-04-24,161970.29,16,1,1,5,236.2,175,1
423,2022-07-21,2022-11-29,159854.8,16,5,3,3,97.66,131,0
424,2023-03-18,2023-12-17,179576.16,12,6,5,8,203.17,274,0
425,2022-10-05,2023-05-06,109753.31,16,6,2,9,101.83,213,0
426,2023-07-07,2023-11-14,94861.34,5,10,2,9,32.65,130,0
427,2020-05-06,2020-12-18,111885.11,11,3,2,1,41.68,226,0
428,2021-07-31,2021-12-19,163065.69,9,1,2,8,92.47,141,0
429,2022-03-15,2022-11-26,112307.93,7,8,2,9,74.77,256,0
430,2023-09-10,2024-07-03,122019.29,16,2,2,9,175.14,297,1
431,2022-09-03,2023-01-08,97207.41,8,10,1,8,49.07,127,0
432,2020-04-22,2021-01-15,168338.39,7,10,2,5,62.51,268,0
433,2021-10-12,2021-11-22,240095.19,15,1,4,7,251.54,41,0
434,2020-08-25,2020-10-19,50000.0,5,8,3,10,109.78,55,0
435,2023-10-16,2024-02-20,113866.38,17,7,3,7,38.5,127,0
436,2022-09-17,2023-08-14,113960.95,14,8,5,9,157.83,331,0
437,2020-03-04,2020-12-21,174772.64,10,10,2,4,105.04,292,0
438,2021-03-30,2021-07-27,135459.61,13,1,2,8,180.66,119,1
439,2023-07-13,2023-09-19,98310.46,6,10,1,9,32.04,68,0
440,2021-08-26,2021-11-15,158927.45,5,5,4,5,44.64,81,0
441,2021-09-15,2021-10-31,76233.75,17,9,3,3,14.82,46,0
442,2023-12-14,2024-08-18,87435.22,17,6,3,4,135.8,248,1
443,2020-12-05,2021-09-20,50000.0,14,3,5,1,86.26,289,0
444,2023-07-22,2023-12-21,116438.13,19,6,2,5,85.0,152,0
445,2023-10-25,2024-08-08,90654.12,16,5,1,9,110.65,288,0
446,2020-08-14,2021-01-24,78120.67,10,2,5,1,71.79,163,0
447,2023-06-03,2024-03-30,170257.53,16,1,5,5,160.46,301,0
448,2022-06-27,2023-06-26,188122.63,16,3,5,3,158.97,364,0
449,2023-06-06,2024-01-02,189199.43,19,6,1,7,139.38,210,1
450,2021-01-04,2021-10-24,96065.95,14,5,1,3,35.94,293,0
451,2023-02-26,2023-09-23,108016.84,16,3,2,3,124.87,209,1
452,2022-03-18,2022-12-22,190225.25,15,8,1,3,270.03,279,0
453,2022-11-14,2023-06-15,66267.0,7,4,5,8,1.06,213,0
454,2021-11-29,2022-04-21,153389.62,17,6,2,10,163.9,143,1
455,2020-10-19,2021-06-11,217158.95,6,7,5,7,179.61,235,0
456,2020-12-21,2021-11-27,203354.89,16,5,5,10,195.0,341,0
457,2022-04-17,2022-08-13,153089.55,15,10,3,7,130.6,118,0
458,2020-05-14,2021-02-20,121299.96,8,9,1,1,88.63,282,0
459,2020-01-04,2020-12-23,197161.63,18,1,3,3,194.74,354,1
460,2023-06-04,2023-10-29,245898.34,5,1,3,2,266.76,147,1
461,2022-06-08,2023-01-09,105362.37,16,3,5,5,168.28,215,0
462,2021-11-11,2022-03-23,113813.12,17,7,1,7,63.96,132,0
463,2021-03-20,2021-11-11,172750.93,11,2,5,4,218.3,236,0
464,2023-12-12,2024-04-02,119672.44,5,6,4,9,81.54,112,0
465,2023-08-01,2024-04-23,162230.98,12,10,5,8,49.35,266,0
466,2022-04-16,2022-05-19,221124.23,14,6,5,6,260.5,33,0
467,2020-01-27,2020-08-09,50000.0,8,3,1,10,68.72,195,0
468,2022-01-06,2022-11-17,175389.26,16,4,5,1,127.81,315,0
469,2020-09-05,2020-12-22,135261.25,13,4,5,3,35.83,108,0
470,2020-12-31,2021-10-24,168509.62,9,4,3,2,117.42,297,0
471,2023-05-10,2023-06-20,243164.18,20,9,5,1,206.36,41,0
472,2020-07-16,2021-05-14,104095.85,9,6,1,6,16.57,302,0
473,2022-07-18,2022-10-16,69558.34,17,10,3,10,59.53,90,0
474,2021-09-29,2022-03-01,167021.39,10,6,2,8,103.86,153,0
475,2021-08-29,2022-01-09,203480.58,6,2,2,4,162.25,133,1
476,2020-03-13,2020-10-20,117345.8,11,9,5,5,49.35,221,0
477,2020-09-03,2021-04-08,73700.74,20,8,3,5,85.4,217,0
478,2022-05-02,2022-10-08,153609.94,13,8,4,8,92.23,159,0
479,2023-03-05,2023-10-02,157588.84,20,2,2,2,147.98,211,1
480,2020-08-01,2021-06-11,71617.69,11,10,3,8,0.0,314,0
481,2023-09-09,2024-05-12,189442.93,15,1,2,8,157.57,246,1
482,2020-04-12,2020-07-24,149864.84,6,10,3,9,103.83,103,0
483,2020-11-23,2021-01-07,79382.51,9,5,5,10,107.12,45,0
484,2021-08-18,2022-01-26,150802.24,9,7,3,6,114.37,161,0
485,2023-06-01,2023-10-15,178095.92,16,1,3,7,178.78,136,1
486,2020-09-13,2021-05-14,50000.0,18,4,1,2,70.15,243,0
487,2023-10-03,2024-08-12,128796.49,18,4,5,1,136.28,314,0
488,2023-02-05,2024-01-15,257876.56,14,5,4,1,268.38,344,0
489,2022-07-15,2023-03-15,219605.56,13,2,2,1,199.06,243,1
490,2023-03-19,2023-07-05,180946.91,11,1,3,3,269.3,108,1
491,2023-11-17,2024-11-02,218547.43,19,5,3,4,177.96,351,1
492,2020-01-01,2020-12-28,67419.68,17,7,5,2,42.24,362,0
493,2023-10-16,2024-08-08,237940.28,7,9,1,7,186.39,297,0
494,2021-11-22,2022-09-29,137967.08,8,3,2,5,162.26,311,1
495,2023-01-18,2023-11-11,200552.05,13,2,4,1,176.68,297,0
496,2023-01-03,2023-09-27,153141.45,5,3,3,9,141.64,267,1
497,2021-05-14,2021-11-04,168350.95,10,2,1,9,231.9,174,1
498,2022-01-08,2022-10-22,174207.71,13,1,2,7,194.17,287,1
499,2021-09-27,2021-11-12,180738.77,12,2,2,5,236.99,46,1
500,2020-12-09,2021-02-10,182464.39,18,7,4,6,86.13,63,0
